disno_core,prefecture_norm,disno,event_year,year,disaster_type_gdis,disaster_subtype,country,iso3,region,island,capital,location_str,location_str_emdat,start_year,end_year,decade,human_impact_best,damage_final_usd,damage_final_log10,damage_adj_usd,damage_imputed_usd,damage_imputed_flag,latitude,longitude,population_at_event,pop_is_observed,pop_is_interpolated,human_per_100k,econ_per_capita,econ_per_capita_log10
1965-0055,Yamagata,1965-0055,1965,1965,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Yamagata-shi,Yamagata,"Shikoku, Honshu",1965.0,1965.0,1960.0,730.0,4037235.784136182,6.606084113977818,,4037235.784136182,True,38.44787123,140.1016345,1274615.2,False,True,57.27218693139702,3.1674153769201734,0.5007050207685668
1965-0055,Yamaguchi,1965-0055,1965,1965,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Yamaguchi-shi,Yamaguchi,"Shikoku, Honshu",1965.0,1965.0,1960.0,730.0,4037235.784136182,6.606084113977818,,4037235.784136182,True,34.20231962,131.5725496,1555299.8,False,True,46.93628842490689,2.59579264662426,0.41426999782651674
1965-0055,Yamanashi,1965-0055,1965,1965,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Kofu-shi,Honshu,"Shikoku, Honshu",1965.0,1965.0,1960.0,730.0,4037235.784136182,6.606084113977818,,4037235.784136182,True,35.61187909,138.6119949,766967.6,False,True,95.18003107302056,5.2638935257971555,0.7213070961023992
1966-0052,Aichi,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Nagoya-shi,Aichi,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,35.034637,137.2139891,4798653.0,True,False,1.6671345062874936,0.09220020665413803,0.0
1966-0052,Akita,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Akita-shi,Akita,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,39.74813497,140.4078158,1279835.0,True,False,6.2508057679310225,0.3456983113147393,0.0
1966-0052,Aomori,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Aomori-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,40.78369335,140.8295531,1416591.0,True,False,5.647360459017458,0.31232501001453444,0.0
1966-0052,Chiba,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Chiba-shi,Chiba,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,35.51037345,140.1992438,2701770.0,True,False,2.9610218486399655,0.16375812828682657,0.0
1966-0052,Fukui,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Fukui-shi,Fukui,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,35.84601935,136.2236906,750557.0,True,False,10.658750767763141,0.5894779453945528,0.0
1966-0052,Fukushima,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Fukushima-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,37.37886746,140.2232952,1983754.0,True,False,4.032758093997542,0.22303007240892742,0.0
1966-0052,Gifu,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Gifu-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,35.77957986,137.0558252,1700365.0,True,False,4.704872189206435,0.26020107345275834,0.0
1966-0052,Gunma,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Maebashi-shi,Gunma,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,36.50413546,138.9849477,1605584.0,True,False,4.982610688696449,0.2755612900112977,0.0
1966-0052,Hiroshima,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Hiroshima-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,34.60714608,132.7891401,2281146.0,True,False,3.507009196254865,0.19395374003307958,0.0
1966-0052,Hyogo,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Kobe-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,35.04016741,134.8281039,4309944.0,True,False,1.856172609203275,0.1026548832795738,0.0
1966-0052,Ibaraki,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Mito-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,36.30496862,140.32148,2056154.0,True,False,3.8907591551994645,0.21517687792913343,0.0
1966-0052,Ishikawa,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Kanazawa-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,36.76865008,136.7700187,980499.0,True,False,8.159110820102825,0.4512363584883813,0.0
1966-0052,Iwate,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Morioka-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,39.59372366,141.3612107,1411118.0,True,False,5.669263661862439,0.3135363578818351,0.0
1966-0052,Kanagawa,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Yokohama-shi,Kanagawa,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,35.41334278,139.3360646,4430743.0,True,False,1.8055662447584977,0.09985611854749855,0.0
1966-0052,Kyoto,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Kyoto-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,35.25443838,135.4419032,2102808.0,True,False,3.80443673411933,0.21040285097902395,0.0
1966-0052,Mie,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Tsu-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,34.50852184,136.375217,1514467.0,True,False,5.282386476562381,0.29214026998376286,0.0
1966-0052,Miyagi,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Sendai-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,38.44659069,140.9261804,1753126.0,True,False,4.563277254458607,0.25237022225527395,0.0
1966-0052,Nagano,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Nagano-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,36.13138656,138.0456173,1958007.0,True,False,4.085787231608467,0.22596282764132067,0.0
1966-0052,Nara,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Nara-shi,Nara,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,34.31780384,135.8717335,825965.0,True,False,9.685640432705986,0.53566046776982,0.0
1966-0052,Niigata,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Niigata-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,37.52181911,138.9186474,2398931.0,True,False,3.334818717170273,0.18443081450091703,0.0
1966-0052,Okayama,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Okayama-shi,Okayama,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,34.89245983,133.8262517,1645135.0,True,False,4.862822807854674,0.26893646920252706,0.0
1966-0052,Osaka,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,osaka-shi,Osaka,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,34.62161449,135.5082161,6657189.0,True,False,1.2017084087593126,0.06646000260192393,0.0
1966-0052,Saitama,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Saitama-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,35.99757593,139.3488579,3014983.0,True,False,2.6534146295352246,0.14674603414397341,0.0
1966-0052,Shiga,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,otsu-shi,Shiga,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,35.21763711,136.1382324,853385.0,True,False,9.374432407412833,0.5184492324818216,0.0
1966-0052,Shimane,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Matsue-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,35.07076032,132.554064,821620.0,True,False,9.736861322752612,0.5384932185943616,0.0
1966-0052,Shizuoka,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Shizuoka-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,34.92114009,138.4052614,2912521.0,True,False,2.7467613109055695,0.15190853499820237,0.0
1966-0052,Tochigi,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Utsunomiya-shi,Tochigi,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,36.69030812,139.8191975,1521656.0,True,False,5.257430063036587,0.2907600655217075,0.0
1966-0052,Tokyo,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Shinjuku-ku,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,35.7113435,139.4469212,10869244.0,True,False,0.7360217509147831,0.04070538836569493,0.0
1966-0052,Tottori,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Tottori-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,35.35952638,133.8651396,579853.0,True,False,13.796600172802417,0.7630154509185938,0.0
1966-0052,Toyama,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Toyama-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,36.63785294,137.2698289,1025465.0,True,False,7.801338904789534,0.43144992589849424,0.0
1966-0052,Wakayama,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Wakayama-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,33.91187939,135.505446,1026975.0,True,False,7.78986830253901,0.4308155488317626,0.0
1966-0052,Yamagata,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Yamagata-shi,Yamagata,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,38.44787123,140.1016345,1263103.0,True,False,6.333608581406267,0.35027768777486823,0.0
1966-0052,Yamaguchi,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Yamaguchi-shi,Yamaguchi,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,34.20231962,131.5725496,1543573.0,True,False,5.182780471024047,0.2866315997115131,0.0
1966-0052,Yamanashi,1966-0052,1966,1966,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Kofu-shi,Honshu,Honshu,1966.0,1966.0,1960.0,80.0,442436.7982614994,5.645851240849305,,442436.7982614994,True,35.61187909,138.6119949,763194.0,True,False,10.482262701226686,0.5797173435083339,0.0
1966-0065,Okinawa,1966-0065,1966,1966,storm,Tropical cyclone,Japan,JPN,Kyushu,Ryukyu Islands,Naha-shi,Ryukyu Islands,Ryukyu Islands,1966.0,1966.0,1960.0,13805.0,76348000.0,7.882797664832644,76348000.0,76348000.0,False,25.76892341,126.6680159,934176.0,True,False,1477.772925016271,81.72764018771623,1.9123689592363229
1967-0054,Niigata,1967-0054,1967,1967,flood,Flood (General),Japan,JPN,Chubu,Honshu,Niigata-shi,Niigata,"Niigata, Yamagata",1967.0,1967.0,1960.0,151.0,40943114.60266522,7.6121808770001635,,40943114.60266522,True,37.52181911,138.9186474,2391341.2,False,True,6.314448143159161,17.121402250195505,1.233539330702304
1967-0054,Yamagata,1967-0054,1967,1967,flood,Flood (General),Japan,JPN,Tohoku,Honshu,Yamagata-shi,Yamagata,"Niigata, Yamagata",1967.0,1967.0,1960.0,151.0,40943114.60266522,7.6121808770001635,,40943114.60266522,True,38.44787123,140.1016345,1255606.0,False,True,12.026065501439145,32.60825020162792,1.5133274946610198
1968-0050,Aomori,1968-0050,1968,1968,earthquake,Ground movement,Japan,JPN,Tohoku,Honshu,Aomori-shi,Aomori Prefecture,Aomori Prefecture - Hokkaido,1968.0,1968.0,1960.0,2781.0,1181406000.0,9.072399172176302,1181406000.0,1181406000.0,False,40.78369335,140.8295531,1420962.6,False,True,195.71239946779738,831.4124523755938,2.9198165248099697
1968-0050,Hokkaido,1968-0050,1968,1968,earthquake,Ground movement,Japan,JPN,Hokkaido,Hokkaido,Sapporo-shi,Hokkaido,Aomori Prefecture - Hokkaido,1968.0,1968.0,1960.0,2781.0,1181406000.0,9.072399172176302,1181406000.0,1181406000.0,False,43.38571051,142.5523179,5176794.8,False,True,53.72049902383614,228.21186576682547,2.3583382216031574
1968-0058,Ehime,1968-0058,1968,1968,storm,Tropical cyclone,Japan,JPN,Shikoku,Shikoku,Matsuyama-shi,Shikoku,"Kyushu, Shikoku",1968.0,1968.0,1960.0,22.0,121670.11952191236,5.085183934679568,,121670.11952191236,True,33.62483527,132.8568425,1435080.0,False,True,1.5330155810129051,0.08478281316854278,0.0
1968-0058,Fukuoka,1968-0058,1968,1968,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Fukuoka-shi,Fukoka,"Kyushu, Shikoku",1968.0,1968.0,1960.0,22.0,121670.11952191236,5.085183934679568,,121670.11952191236,True,33.52695438,130.6661745,3989733.0,False,True,0.5514153453376454,0.030495804987930863,0.0
1968-0058,Kagawa,1968-0058,1968,1968,storm,Tropical cyclone,Japan,JPN,Shikoku,Shikoku,Takamatsu-shi,Kagawa,"Kyushu, Shikoku",1968.0,1968.0,1960.0,22.0,121670.11952191236,5.085183934679568,,121670.11952191236,True,34.21708716,133.9686006,903665.8,False,True,2.4345283400124247,0.13464061550399756,0.0
1968-0058,Kagoshima,1968-0058,1968,1968,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Kagoshima-shi,Kyushu,"Kyushu, Shikoku",1968.0,1968.0,1960.0,22.0,121670.11952191236,5.085183934679568,,121670.11952191236,True,31.00948442,130.4306651,1803784.6,False,True,1.2196578238887281,0.06745268782198958,0.0
1968-0058,Kochi,1968-0058,1968,1968,storm,Tropical cyclone,Japan,JPN,Shikoku,Shikoku,Kochi-shi,Kochi,"Kyushu, Shikoku",1968.0,1968.0,1960.0,22.0,121670.11952191236,5.085183934679568,,121670.11952191236,True,33.42251944,133.3673066,802381.2,False,True,2.7418389164651416,0.15163630394370203,0.0
1968-0058,Kumamoto,1968-0058,1968,1968,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Kumamoto-shi,Kyushu,"Kyushu, Shikoku",1968.0,1968.0,1960.0,22.0,121670.11952191236,5.085183934679568,,121670.11952191236,True,32.60979484,130.7467241,1742533.2,False,True,1.262529746922469,0.0698237023672848,0.0
1968-0058,Miyazaki,1968-0058,1968,1968,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Miyazaki-shi,Miyazaki,"Kyushu, Shikoku",1968.0,1968.0,1960.0,22.0,121670.11952191236,5.085183934679568,,121670.11952191236,True,32.19518344,131.2998935,1068857.2,False,True,2.058273078948245,0.11383196887471252,0.0
1968-0058,Oita,1968-0058,1968,1968,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,oita-shi,Oita,"Kyushu, Shikoku",1968.0,1968.0,1960.0,22.0,121670.11952191236,5.085183934679568,,121670.11952191236,True,33.20168214,131.4319994,1174714.4,False,True,1.8727956344112238,0.10357421303587695,0.0
1968-0058,Okinawa,1968-0058,1968,1968,storm,Tropical cyclone,Japan,JPN,Kyushu,Ryukyu Islands,Naha-shi,Kyushu,"Kyushu, Shikoku",1968.0,1968.0,1960.0,22.0,121670.11952191236,5.085183934679568,,121670.11952191236,True,25.76892341,126.6680159,938550.0,False,True,2.3440413403654574,0.12963626820298585,0.0
1968-0058,Saga,1968-0058,1968,1968,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Saga-shi,Saga,"Kyushu, Shikoku",1968.0,1968.0,1960.0,22.0,121670.11952191236,5.085183934679568,,121670.11952191236,True,33.28772919,130.1176017,858518.2,False,True,2.562554876530282,0.14172107186768126,0.0
1968-0058,Tokushima,1968-0058,1968,1968,storm,Tropical cyclone,Japan,JPN,Shikoku,Shikoku,Tokushima-shi,Shikoku,"Kyushu, Shikoku",1968.0,1968.0,1960.0,22.0,121670.11952191236,5.085183934679568,,121670.11952191236,True,33.91892997,134.2409976,805513.4,False,True,2.7311774080977425,0.15104667349036324,0.0
1968-0069,Kagoshima,1968-0069,1968,1968,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Kagoshima-shi, Makurazaki,"Kagoshima, Makurazaki",1968.0,1968.0,1960.0,,,,,,False,31.28822985,130.321563,1803784.6,False,True,,,
1968-0125,Hyogo,1968-0125,1968,1968,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Kobe-shi, Sumoto,"Osaka, Sumoto",1968.0,1968.0,1960.0,102.0,564106.9177834118,5.75136142561928,,564106.9177834118,True,34.33590743,134.8539441,4453137.6,False,True,2.290519834823878,0.1266762827592419,0.0
1968-0125,Osaka,1968-0125,1968,1968,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,osaka-shi,Osaka,"Osaka, Sumoto",1968.0,1968.0,1960.0,102.0,564106.9177834118,5.75136142561928,,564106.9177834118,True,34.6209646,135.5074809,7042505.4,False,True,1.4483481972196997,0.08010031739321233,0.0
1969-0075,Fukuoka,1969-0075,1969,1969,storm,Storm (General),Japan,JPN,Kyushu,Kyushu,Fukuoka-shi,Kyushu Island,Kyushu Island,1969.0,1969.0,1960.0,72.0,398193.1184353495,5.600093750288631,,398193.1184353495,True,33.52695438,130.6661745,4002294.0,False,True,1.7989682916847187,0.09949122139336827,0.0
1969-0075,Kagoshima,1969-0075,1969,1969,storm,Storm (General),Japan,JPN,Kyushu,Kyushu,Kagoshima-shi,Kyushu Island,Kyushu Island,1969.0,1969.0,1960.0,72.0,398193.1184353495,5.600093750288631,,398193.1184353495,True,31.00948442,130.4306651,1778906.4,False,True,4.047430488754214,0.2238415233287988,0.0
1969-0075,Kumamoto,1969-0075,1969,1969,storm,Storm (General),Japan,JPN,Kyushu,Kyushu,Kumamoto-shi,Kyushu Island,Kyushu Island,1969.0,1969.0,1960.0,72.0,398193.1184353495,5.600093750288631,,398193.1184353495,True,32.60979484,130.7467241,1728431.8,False,True,4.165625742363685,0.2303782645258838,0.0
1969-0075,Miyazaki,1969-0075,1969,1969,storm,Storm (General),Japan,JPN,Kyushu,Kyushu,Miyazaki-shi,Miyazaki,Kyushu Island,1969.0,1969.0,1960.0,72.0,398193.1184353495,5.600093750288631,,398193.1184353495,True,32.19518344,131.2998935,1062939.8,False,True,6.773666768334387,0.374614929684023,0.0
1969-0075,Oita,1969-0075,1969,1969,storm,Storm (General),Japan,JPN,Kyushu,Kyushu,oita-shi,Oita,Kyushu Island,1969.0,1969.0,1960.0,72.0,398193.1184353495,5.600093750288631,,398193.1184353495,True,33.20168214,131.4319994,1168331.6,False,True,6.16263396453541,0.3408220050158272,0.0
1969-0075,Saga,1969-0075,1969,1969,storm,Storm (General),Japan,JPN,Kyushu,Kyushu,Saga-shi,Saga,Kyushu Island,1969.0,1969.0,1960.0,72.0,398193.1184353495,5.600093750288631,,398193.1184353495,True,33.28772919,130.1176017,851834.8,False,True,8.452343106902887,0.46745345275322103,0.0
1971-0047,Fukuoka,1971-0047,1971,1971,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Fukuoka-shi,Kyushu Island,Kyushu Island,1971.0,1971.0,1970.0,135.0,2270750142.857143,9.3561693501827,,2270750142.857143,True,33.52695438,130.6661745,4027416.0,True,False,3.35202521914796,563.8230922400722,2.751142859096886
1971-0047,Kagoshima,1971-0047,1971,1971,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Kagoshima-shi,Kyushu Island,Kyushu Island,1971.0,1971.0,1970.0,135.0,2270750142.857143,9.3561693501827,,2270750142.857143,True,31.00948442,130.4306651,1729150.0,True,False,7.80730416678715,1313.2175594119324,3.118336681173296
1971-0047,Kumamoto,1971-0047,1971,1971,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Kumamoto-shi,Kyushu Island,Kyushu Island,1971.0,1971.0,1970.0,135.0,2270750142.857143,9.3561693501827,,2270750142.857143,True,32.60979484,130.7467241,1700229.0,True,False,7.940106891483441,1335.5554709731118,3.1256619307229694
1971-0047,Miyazaki,1971-0047,1971,1971,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Miyazaki-shi,Miyazaki,Kyushu Island,1971.0,1971.0,1970.0,135.0,2270750142.857143,9.3561693501827,,2270750142.857143,True,32.19518344,131.2998935,1051105.0,True,False,12.843626469287084,2160.345677032402,3.33452324819549
1971-0047,Oita,1971-0047,1971,1971,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,oita-shi,Oita,Kyushu Island,1971.0,1971.0,1970.0,135.0,2270750142.857143,9.3561693501827,,2270750142.857143,True,33.20168214,131.4319994,1155566.0,True,False,11.682586715081614,1965.0544779416691,3.2933745949870126
1971-0047,Saga,1971-0047,1971,1971,storm,Tropical cyclone,Japan,JPN,Kyushu,Kyushu,Saga-shi,Saga,Kyushu Island,1971.0,1971.0,1970.0,135.0,2270750142.857143,9.3561693501827,,2270750142.857143,True,33.28772919,130.1176017,838468.0,True,False,16.100793351684263,2708.2132447000276,3.432682857705251
1972-0053,Aichi,1972-0053,1972,1972,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Nagoya-shi,Aichi,Honshu,1972.0,1972.0,1970.0,50.0,841018571.4285715,8.924805586023712,,841018571.4285715,True,35.034637,137.2139891,5493644.2,False,True,0.9101426699603152,153.089377617242,2.1849450574372433
1972-0053,Akita,1972-0053,1972,1972,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Akita-shi,Akita,Honshu,1972.0,1972.0,1970.0,50.0,841018571.4285715,8.924805586023712,,841018571.4285715,True,39.74813497,140.4078158,1239597.0,False,True,4.03356897443282,678.4612833272196,2.8315250695092438
1972-0053,Aomori,1972-0053,1972,1972,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Aomori-shi,Honshu,Honshu,1972.0,1972.0,1970.0,50.0,841018571.4285715,8.924805586023712,,841018571.4285715,True,40.78369335,140.8295531,1435745.2,False,True,3.4825120780483894,585.7714665726004,2.7677282130064285
1972-0053,Chiba,1972-0053,1972,1972,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Chiba-shi,Chiba,Honshu,1972.0,1972.0,1970.0,50.0,841018571.4285715,8.924805586023712,,841018571.4285715,True,35.51037345,140.1992438,3523128.6,False,True,1.4191931569003753,238.71356027951163,2.3778770900888375
1972-0053,Fukui,1972-0053,1972,1972,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Fukui-shi,Fukui,Honshu,1972.0,1972.0,1970.0,50.0,841018571.4285715,8.924805586023712,,841018571.4285715,True,35.84601935,136.2236906,750103.8,False,True,6.665744127679395,1121.2029207538628,3.049684220434693
1972-0053,Fukushima,1972-0053,1972,1972,storm,Tropical cyclone,Japan,JPN,Tohoku,Honshu,Fukushima-shi,Honshu,Honshu,1972.0,1972.0,1970.0,50.0,841018571.4285715,8.924805586023712,,841018571.4285715,True,37.37886746,140.2232952,1950984.8,False,True,2.562808280208026,431.07387173317363,2.6345517001770364
1972-0053,Gifu,1972-0053,1972,1972,storm,Tropical cyclone,Japan,JPN,Chubu,Honshu,Gifu-shi,Honshu,Honshu,1972.0,1972.0,1970.0,50.0,841018571.4285715,8.924805586023712,,841018571.4285715,True,35.77957986,137.0558252,1780758.8,False,True,2.8077918244739264,472.28101381757676,2.67420048684285
1972-0053,Gunma,1972-0053,1972,1972,storm,Tropical cyclone,Japan,JPN,Kanto,Honshu,Maebashi-shi,Gunma,Honshu,1972.0,1972.0,1970.0,50.0,841018571.4285715,8.924805586023712,,841018571.4285715,True,36.50413546,138.9849477,1678423.2,False,True,2.978986467775231,501.0765886866742,2.6999041120984764
1972-0053,Hiroshima,1972-0053,1972,1972,storm,Tropical cyclone,Japan,JPN,Chugoku,Honshu,Hiroshima-shi,Honshu,Honshu,1972.0,1972.0,1970.0,50.0,841018571.4285715,8.924805586023712,,841018571.4285715,True,34.60714608,132.7891401,2478172.8,False,True,2.017615559334684,339.37043108074283,2.530674000097479
1972-0053,Hyogo,1972-0053,1972,1972,storm,Tropical cyclone,Japan,JPN,Kansai,Honshu,Kobe-shi,Honshu,Honshu,1972.0,1972.0,1970.0,50.0,841018571.4285715,8.924805586023712,,841018571.4285715,True,35.04016741,134.8281039,4732770.4,False,True,1.0564636729472445,177.7011137976546,2.2496901498911734
