disno,year,disaster_type_gdis,country,iso3,prefecture,prefecture_norm,region,island,capital,location_str,adm1,adm2,latitude,longitude,disno_core,disno_raw,disaster_type_emdat,disaster_subtype,start_year,end_year,decade,deaths,injured,affected,homeless,total_affected,human_impact_best,damage_adj_usd,damage_imputed_usd,damage_imputed_flag,damage_final_usd,damage_final_log10,location_str_emdat
2011-0573,2011,extreme temperature ,Japan,JPN,Okinawa,Okinawa,Kyushu,Ryukyu Islands,Naha-shi, Okinawa,Okinawa,,25.76892341,126.6680159,2011-0573,2011-0573-JPN,Extreme temperature,Heat wave,2011.0,2011.0,2010.0,36.0,22000.0,,,22000.0,22000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2011-0573,2011,extreme temperature ,Japan,JPN,Saitama,Saitama,Kanto,Honshu,Saitama-shi, Saitama,Saitama,,35.99710067,139.3476354,2011-0573,2011-0573-JPN,Extreme temperature,Heat wave,2011.0,2011.0,2010.0,36.0,22000.0,,,22000.0,22000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2011-0573,2011,extreme temperature ,Japan,JPN,Toyama,Toyama,Chubu,Honshu,Toyama-shi, Toyama,Toyama,,36.6374637,137.2693463,2011-0573,2011-0573-JPN,Extreme temperature,Heat wave,2011.0,2011.0,2010.0,36.0,22000.0,,,22000.0,22000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2011-0573,2011,extreme temperature ,Japan,JPN,Gifu,Gifu,Chubu,Honshu,Gifu-shi, Gifu,Gifu,,35.77867114,137.0559248,2011-0573,2011-0573-JPN,Extreme temperature,Heat wave,2011.0,2011.0,2010.0,36.0,22000.0,,,22000.0,22000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2011-0573,2011,extreme temperature ,Japan,JPN,Tokyo,Tokyo,Kanto,Honshu,Shinjuku-ku, Tookyoo,Tokyo,,35.7113435,139.4469212,2011-0573,2011-0573-JPN,Extreme temperature,Heat wave,2011.0,2011.0,2010.0,36.0,22000.0,,,22000.0,22000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2011-0573,2011,extreme temperature ,Japan,JPN,Oita,Oita,Kyushu,Kyushu,oita-shi, Ooita,Oita,,33.20069712,131.4332401,2011-0573,2011-0573-JPN,Extreme temperature,Heat wave,2011.0,2011.0,2010.0,36.0,22000.0,,,22000.0,22000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2011-0573,2011,extreme temperature ,Japan,JPN,Gunma,Gunma,Kanto,Honshu,Maebashi-shi, Gunma,Gunma,,36.50447861,138.9856052,2011-0573,2011-0573-JPN,Extreme temperature,Heat wave,2011.0,2011.0,2010.0,36.0,22000.0,,,22000.0,22000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2011-0573,2011,extreme temperature ,Japan,JPN,Nagano,Nagano,Chubu,Honshu,Nagano-shi, Nagano,Nagano,,36.13213385,138.0455278,2011-0573,2011-0573-JPN,Extreme temperature,Heat wave,2011.0,2011.0,2010.0,36.0,22000.0,,,22000.0,22000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2011-0573,2011,extreme temperature ,Japan,JPN,Saga,Saga,Kyushu,Kyushu,Saga-shi, Saga,Saga,,33.28697682,130.1157384,2011-0573,2011-0573-JPN,Extreme temperature,Heat wave,2011.0,2011.0,2010.0,36.0,22000.0,,,22000.0,22000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2011-0573,2011,extreme temperature ,Japan,JPN,Kagawa,Kagawa,Shikoku,Shikoku,Takamatsu-shi, Kagawa,Kagawa,,34.21729193,133.9690469,2011-0573,2011-0573-JPN,Extreme temperature,Heat wave,2011.0,2011.0,2010.0,36.0,22000.0,,,22000.0,22000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2011-0573,2011,extreme temperature ,Japan,JPN,Kanagawa,Kanagawa,Kanto,Honshu,Yokohama-shi, Kanagawa,Kanagawa,,35.41531201,139.3389831,2011-0573,2011-0573-JPN,Extreme temperature,Heat wave,2011.0,2011.0,2010.0,36.0,22000.0,,,22000.0,22000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2011-0573,2011,extreme temperature ,Japan,JPN,Kochi,Kochi,Shikoku,Shikoku,Kochi-shi, Kooti,Kochi,,33.42251944,133.3673066,2011-0573,2011-0573-JPN,Extreme temperature,Heat wave,2011.0,2011.0,2010.0,36.0,22000.0,,,22000.0,22000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2011-0573,2011,extreme temperature ,Japan,JPN,Yamaguchi,Yamaguchi,Chugoku,Honshu,Yamaguchi-shi, Yamaguti,Yamaguchi,,34.20119008,131.5732932,2011-0573,2011-0573-JPN,Extreme temperature,Heat wave,2011.0,2011.0,2010.0,36.0,22000.0,,,22000.0,22000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2013-0316,2013,extreme temperature ,Japan,JPN,Osaka,Osaka,Kansai,Honshu,osaka-shi, Oosaka,Osaka,,34.6209646,135.5074809,2013-0316,2013-0316-JPN,Extreme temperature,Heat wave,2013.0,2013.0,2010.0,338.0,54000.0,,,54000.0,54000.0,,,False,,,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)"
2013-0316,2013,extreme temperature ,Japan,JPN,Kumamoto,Kumamoto,Kyushu,Kyushu,Kumamoto-shi, Kumamoto,Kumamoto,,32.60815361,130.7452313,2013-0316,2013-0316-JPN,Extreme temperature,Heat wave,2013.0,2013.0,2010.0,338.0,54000.0,,,54000.0,54000.0,,,False,,,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)"
2013-0316,2013,extreme temperature ,Japan,JPN,Kagoshima,Kagoshima,Kyushu,Kyushu,Kagoshima-shi, Kagosima,Kagoshima,,31.00948442,130.4306651,2013-0316,2013-0316-JPN,Extreme temperature,Heat wave,2013.0,2013.0,2010.0,338.0,54000.0,,,54000.0,54000.0,,,False,,,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)"
2013-0316,2013,extreme temperature ,Japan,JPN,Kyoto,Kyoto,Kansai,Honshu,Kyoto-shi, Kyooto provinces ,Kyoto,,35.25381495,135.4433413,2013-0316,2013-0316-JPN,Extreme temperature,Heat wave,2013.0,2013.0,2010.0,338.0,54000.0,,,54000.0,54000.0,,,False,,,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)"
2013-0316,2013,extreme temperature ,Japan,JPN,Tokushima,Tokushima,Shikoku,Shikoku,Tokushima-shi, Tokusima provinces ,Tokushima,,33.91917847,134.2420913,2013-0316,2013-0316-JPN,Extreme temperature,Heat wave,2013.0,2013.0,2010.0,338.0,54000.0,,,54000.0,54000.0,,,False,,,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)"
2013-0316,2013,extreme temperature ,Japan,JPN,Kochi,Kochi,Shikoku,Shikoku,Kochi-shi, Kooti,Kochi,,33.42251944,133.3673066,2013-0316,2013-0316-JPN,Extreme temperature,Heat wave,2013.0,2013.0,2010.0,338.0,54000.0,,,54000.0,54000.0,,,False,,,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)"
2013-0316,2013,extreme temperature ,Japan,JPN,Nagasaki,Nagasaki,Kyushu,Kyushu,Nagasaki-shi, Nagasaki,Naoasaki,Nagasaki,32.77829109,129.827392,2013-0316,2013-0316-JPN,Extreme temperature,Heat wave,2013.0,2013.0,2010.0,338.0,54000.0,,,54000.0,54000.0,,,False,,,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)"
2013-0316,2013,extreme temperature ,Japan,JPN,Kagawa,Kagawa,Shikoku,Shikoku,Takamatsu-shi, Kagawa,Kagawa,,34.21729193,133.9690469,2013-0316,2013-0316-JPN,Extreme temperature,Heat wave,2013.0,2013.0,2010.0,338.0,54000.0,,,54000.0,54000.0,,,False,,,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)"
2013-0316,2013,extreme temperature ,Japan,JPN,Fukuoka,Fukuoka,Kyushu,Kyushu,Fukuoka-shi, Hukuoka,Fukuoka,,33.52603209,130.6669489,2013-0316,2013-0316-JPN,Extreme temperature,Heat wave,2013.0,2013.0,2010.0,338.0,54000.0,,,54000.0,54000.0,,,False,,,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)"
2013-0316,2013,extreme temperature ,Japan,JPN,Hokkaido,Hokkaido,Hokkaido,Hokkaido,Sapporo-shi,Honshu Isl.,Hokkaido,,43.38571051,142.5523179,2013-0316,2013-0316-JPN,Extreme temperature,Heat wave,2013.0,2013.0,2010.0,338.0,54000.0,,,54000.0,54000.0,,,False,,,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)"
2013-0316,2013,extreme temperature ,Japan,JPN,Oita,Oita,Kyushu,Kyushu,oita-shi, Ooita,Oita,,33.20069712,131.4332401,2013-0316,2013-0316-JPN,Extreme temperature,Heat wave,2013.0,2013.0,2010.0,338.0,54000.0,,,54000.0,54000.0,,,False,,,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)"
2013-0316,2013,extreme temperature ,Japan,JPN,Saga,Saga,Kyushu,Kyushu,Saga-shi, Saga provinces ,Saga,,33.28697682,130.1157384,2013-0316,2013-0316-JPN,Extreme temperature,Heat wave,2013.0,2013.0,2010.0,338.0,54000.0,,,54000.0,54000.0,,,False,,,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)"
2013-0316,2013,extreme temperature ,Japan,JPN,Miyazaki,Miyazaki,Kyushu,Kyushu,Miyazaki-shi, Miyazaki,Miyazaki,,32.19320365,131.2993739,2013-0316,2013-0316-JPN,Extreme temperature,Heat wave,2013.0,2013.0,2010.0,338.0,54000.0,,,54000.0,54000.0,,,False,,,"Ehime, Kagawa, Kooti, Tokusima provinces (Shikoko Isl.), Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces (Kyushu Isl.), Oosaka, Kyooto provinces (Honshu Isl.), Kobe city (Hyoogo province) (Honshu Isl.)"
2014-0578,2014,extreme temperature ,Japan,JPN,Tokushima,Tokushima,Shikoku,Shikoku,Tokushima-shi, Tokusima,Tokushima,,33.91917847,134.2420913,2014-0578,2014-0578-JPN,Extreme temperature,Heat wave,2014.0,2014.0,2010.0,27.0,17000.0,,,17000.0,17000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2014-0578,2014,extreme temperature ,Japan,JPN,Saga,Saga,Kyushu,Kyushu,Saga-shi, Saga,Saga,,33.28697682,130.1157384,2014-0578,2014-0578-JPN,Extreme temperature,Heat wave,2014.0,2014.0,2010.0,27.0,17000.0,,,17000.0,17000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2014-0578,2014,extreme temperature ,Japan,JPN,Ibaraki,Ibaraki,Kanto,Honshu,Mito-shi, Ibaraki,Ibaraki,,36.30358822,140.3195907,2014-0578,2014-0578-JPN,Extreme temperature,Heat wave,2014.0,2014.0,2010.0,27.0,17000.0,,,17000.0,17000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2014-0578,2014,extreme temperature ,Japan,JPN,Kyoto,Kyoto,Kansai,Honshu,Kyoto-shi, Kyooto,Kyoto,,35.25381495,135.4433413,2014-0578,2014-0578-JPN,Extreme temperature,Heat wave,2014.0,2014.0,2010.0,27.0,17000.0,,,17000.0,17000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2014-0578,2014,extreme temperature ,Japan,JPN,Miyagi,Miyagi,Tohoku,Honshu,Sendai-shi, Miyagi,Miyagi,,38.44685939,140.9270856,2014-0578,2014-0578-JPN,Extreme temperature,Heat wave,2014.0,2014.0,2010.0,27.0,17000.0,,,17000.0,17000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2014-0578,2014,extreme temperature ,Japan,JPN,Hiroshima,Hiroshima,Chugoku,Honshu,Hiroshima-shi, Hirosima,Hiroshima,,34.6053091,132.7887191,2014-0578,2014-0578-JPN,Extreme temperature,Heat wave,2014.0,2014.0,2010.0,27.0,17000.0,,,17000.0,17000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2014-0578,2014,extreme temperature ,Japan,JPN,Mie,Mie,Kansai,Honshu,Tsu-shi, Mie,Mie,,34.50801769,136.3760128,2014-0578,2014-0578-JPN,Extreme temperature,Heat wave,2014.0,2014.0,2010.0,27.0,17000.0,,,17000.0,17000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2014-0578,2014,extreme temperature ,Japan,JPN,Chiba,Chiba,Kanto,Honshu,Chiba-shi, Tiba,Chiba,,35.51014132,140.1989167,2014-0578,2014-0578-JPN,Extreme temperature,Heat wave,2014.0,2014.0,2010.0,27.0,17000.0,,,17000.0,17000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2014-0578,2014,extreme temperature ,Japan,JPN,Kagawa,Kagawa,Shikoku,Shikoku,Takamatsu-shi, Kagawa,Kagawa,,34.21729193,133.9690469,2014-0578,2014-0578-JPN,Extreme temperature,Heat wave,2014.0,2014.0,2010.0,27.0,17000.0,,,17000.0,17000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2014-0578,2014,extreme temperature ,Japan,JPN,Kumamoto,Kumamoto,Kyushu,Kyushu,Kumamoto-shi, Kumamoto,Kumamoto,,32.60815361,130.7452313,2014-0578,2014-0578-JPN,Extreme temperature,Heat wave,2014.0,2014.0,2010.0,27.0,17000.0,,,17000.0,17000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
2014-0578,2014,extreme temperature ,Japan,JPN,Tottori,Tottori,Chugoku,Honshu,Tottori-shi, Tottori,Tottori,,35.35906876,133.8636194,2014-0578,2014-0578-JPN,Extreme temperature,Heat wave,2014.0,2014.0,2010.0,27.0,17000.0,,,17000.0,17000.0,,,False,,,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces"
