disno,year,disaster_type_gdis,country,iso3,prefecture,prefecture_norm,region,island,capital,location_str,adm1,adm2,latitude,longitude,disno_core,disno_raw,disaster_type_emdat,disaster_subtype,start_year,end_year,decade,deaths,injured,affected,homeless,total_affected,human_impact_best,damage_adj_usd,damage_imputed_usd,damage_imputed_flag,damage_final_usd,damage_final_log10,location_str_emdat
1998-0297,1998,storm,Japan,JPN,Aomori,Aomori,Tohoku,Honshu,Aomori-shi,Honshu,Aomori,,40.78369335,140.8295531,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Chiba,Chiba,Kanto,Honshu,Chiba-shi,Chiba,Chiba,,35.51037345,140.1992438,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Fukui,Fukui,Chubu,Honshu,Fukui-shi,Fukui,Fukui,,35.84601935,136.2236906,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Gifu,Gifu,Chubu,Honshu,Gifu-shi,Honshu,Gifu,,35.77957986,137.0558252,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Gunma,Gunma,Kanto,Honshu,Maebashi-shi,Gunma,Gunma,,36.50413546,138.9849477,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Hiroshima,Hiroshima,Chugoku,Honshu,Hiroshima-shi,Honshu,Hiroshima,,34.60714608,132.7891401,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Hyogo,Hyogo,Kansai,Honshu,Kobe-shi,Honshu,Hyogo,,35.04016741,134.8281039,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Ibaraki,Ibaraki,Kanto,Honshu,Mito-shi,Honshu,Ibaraki,,36.30496862,140.32148,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Ishikawa,Ishikawa,Chubu,Honshu,Kanazawa-shi,Honshu,Ishikawa,,36.76865008,136.7700187,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Iwate,Iwate,Tohoku,Honshu,Morioka-shi,Honshu,Iwate,,39.59372366,141.3612107,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Kanagawa,Kanagawa,Kanto,Honshu,Yokohama-shi,Kanagawa,Kanagawa,,35.41334278,139.3360646,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
1998-0297,1998,storm,Japan,JPN,Kyoto,Kyoto,Kansai,Honshu,Kyoto-shi,Honshu,Kyoto,,35.25443838,135.4419032,1998-0297,1998-0297-JPN,Storm,Tropical cyclone,1998.0,1998.0,1990.0,12.0,258.0,,,258.0,258.0,5773120000.0,5773120000.0,False,5773120000.0,9.761410584832113,"Honshu, Hokkaido"
